title,content
擺明衝著台積電？美大咖拉攏印度 名嘴曝台灣致命危機,美國商務部長雷蒙多 (Gina Raimondo) 上周表示，她會在3月訪問印度，討論兩國在晶片製造方面的合作關係。資深媒體人陳鳳馨對此分析指出，半導體產業最需要的是人才，而印度不缺人才，時間拉長來看，印度非常有機會成為半導體大國，她示警未來印度將會是台灣很大的競爭者，甚至在某種程度已經替代台灣。雷蒙多不只一次警告美國半導體產業太依賴台灣，高達90%的先進晶片都是從台灣購買的，而這個狀況會造成美國國安危機。陳鳳馨在《風向龍鳳配》節目中表示，雷蒙多純粹是從商務的角度來講，兩岸如果發生戰爭甚至統一的話，對美國來說影響很大，等於從開戰到結束，都沒辦法取得適當的半導體來源，美國的各項產業包括汽車、國防，乃至於人工智慧、雲端等業務，未來高科技發展都將受挫。而美國要如何解決上述國安問題？陳鳳馨提到，美國派軍隊保衛台灣對美國來說並不划算，找到替代台灣的地方是更好的方法。她進一步分析，美國施壓台積電、三星到美國設廠，因為他們很清楚自己的半導體環境沒有那麼好，除了人才不足、沒有完整的供應鏈群聚效應外，更沒有最下游產業，以至於沒有辦法組成終端產品。陳鳳馨說，美國企圖扭轉在晶片市場的劣勢，而且為與中國完全脫鉤，要找的是一個像更大的市場像是印度，她分析兩國合作其最好的狀況，從過去美日半導體大戰經驗來看，台灣的半導體產業因此崛起，如今風水輪流轉，時間拉長20年來看的話，印度的半導體產業非常有機會。陳鳳馨預期印度半導體產業將會是台灣很大的競爭者，甚至某種程度已替代台灣，雖然目前印度基礎建設不足，而且物流等問題還非常嚴重，但有當地政府及美國政府鼓勵，未來發展不容小覷。
台積電ADR14日上漲1.85美元漲幅1.92%折台股591.97元,(中央社台北2023年 2月15日電)台積電在NYSE掛牌 ADR以 97.96美元作收，上漲1.85美元，漲幅 1.92%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 2月14日新台幣匯市收盤價30.215元計算，相當台股台積電每股為591.97元。最近10個交易日行情如下：
波克夏減持台積電，不利台股今日表現,【財訊快報／黃俊超】美國1月CPI年增率6.4%，高於華爾街預期的6.2%，核心CPI年增率5.6%也高於預期的5.5%，不過仍是2021年12月以來最小增幅，整體而言，通膨降溫的速度出現趨緩，根據CME的FedWatch工具顯示，市場預估7月前的利率介於5~5.25%，達拉斯聯儲總裁認為，如果經濟數據允許，聯準會需要做好持續升息的準備，里奇蒙聯儲總裁表示，如果通膨持續高於聯準會目標，升息時間可能延長，不過費城聯儲總裁則說，尚未完成升息循環，但是已經接近。 而另一方面，雖然美股昨天漲跌互見，且與台灣連動性較高的費城半導體指數上漲2.1%，但是巴菲特旗下波克夏公告上季減持台積電ADR，賣出5176萬股，約減少86%，台積電ADR原本上漲1.92%，不過盤後目前則下跌約四個百分點，預期將對今天的台股將造成負面影響。台股週二在美國股市上漲帶動下，加權指數來到今年高點，站回所有均線之上，且成交量能僅1780億元，顯示市場心態偏向謹慎。近四個交易日外資買賣超淨額都在百億元之內，加權指數近期受惠電子、傳產、金融輪動彈升，目前站在短中期均線之上，未跌破月線之前，預期盤堅態勢不變。櫃檯指數在創高過後小幅拉回，不過還在10日線附近，同樣也可以月線作為多空分水嶺。科技類股依舊以AI相關的矽智財相關股為指標，指標股為世芯-KY(3661)與創意(3443)，而電視面板傳出再度漲價，友達(2409)、群創(3481)與驅勤IC聯詠(3034)、瑞鼎(3592)為指標，被動元件龍頭國巨(2327)獲外資調升評等，股價重返高點，同產業個股都可留意。大立光(3008)與信驊(5274)互爭股王寶座。其他值得觀察包含AES-KY(6781)、譜瑞-KY(4966)、旭隼(6409)、富邦媒(8454)、聯發科(2454)、寶雅(5904)、鈊象(3293)、玉晶光(3406)、群聯(8299)等高價股，另外則是聯電(2303)、順德(2351)、瑞昱(2379)、類比科(3438)、威剛(3260)、景碩(3189)、雙鴻(3324)、台嘉碩(3221)等此外，可以觀察的在系統整合族群，尤其是擁有資安業務的公司，包含昨天攻上漲停板的緯軟(4953)，近期強勢還包含零壹(3029)、凌群(2453)、安碁資訊(6690)、資通(2471)、大綜(3147)等。傳產類股以連鎖餐飲股最為整齊，包含晶華(2707)、瓦城(2729)、八方雲集(2753) 、王品(2727)、亞洲藏壽司(2754)、美食-KY(2723)、六角(2732)、漢來美食(1268)等。而史上難得一見股價低於EPS的長榮(2603)帶領航運股反彈，陽明(2609)、萬海(2615)都可留意。金控股逐漸擺脫防疫保單失血的陰霾，包含國泰金(2882)、富邦金(2881)、中信金(2891)、兆豐金(2886)等近期都有反彈。<BR>
股神巴菲特重砍台積電 減幅86％、盤後大跌逾4％,股神巴菲特旗下投資公司波克夏今（15）日公告去年第4季持股明細，重砍台積電5176萬股，減持幅度高達86％，導致台積電盤後股價重跌4％，每股為94美元。股神巴菲特旗下投資公司波克夏去年11月公告，豪砸41億美元（約新台幣1240億元）投資台積電，一舉成為台積電第5大股東，而台積電日前公布1月營收達到2000.5億元，創歷年同期新高，今年起外資更買超台積電超過20萬張，因此各界對於波克夏的動向感到相當好奇，不料波克夏僅持股1季就出現反轉。根據波克夏公布的持股明細，除大賣台積電讓持股比跌破0.3％外，波克夏選擇大買蘋果33萬股。此外，雖然波克夏重砍台積電，不過美國證管會報告顯示，包括德銀、高盛等在內的重量級投資法人，均在去年第4季持續加碼台積電。
台積電ADR盤後挫 巴菲特的波克夏將持股大砍86%,"MoneyDJ新聞 2023-02-15 07:32:32 記者 郭妍希 報導美國投資大師巴菲特(Warren Buffett)掌管的波克夏海瑟威(Berkshire Hathaway)剛剛揭露，2022年第四季(10-12月)將台積電(2330)ADR持股大砍86%之多。華爾街日報、Benzinga、Barron`s等外電報導，根據波克夏14日盤後向美國證券交易委員會(SEC)提交的13F季度報告，台積電ADR持股較前季大減86.2%至829萬單位ADR。波克夏甫於2022年Q3買進6,010萬單位台積電ADR、價值46億美元。另一方面，波克夏也將動視暴雪(Activision Blizzard)持股從6,000萬股減碼至5,270萬股，紐約銀行(Bank of New York)持股從6,220萬股大砍至2,500萬股。截至12月31日，波克夏對美國石油和天然氣勘探商西方石油公司(Occidental Petroleum, OXY)的持股增加至2.782億股、佔28%的在外流通股數，高於Q3底的21%。蘋果(Apple Inc.)持股也從Q3底的8.948億股拉高至9.156億股，對該公司的持股比例為5.8%。台積電ADR 14日在正常盤上漲1.92%、收97.96美元；盤後下挫4.04%至94美元。(圖片來源：巴菲特推特)＊編者按：本文僅供參考之用，並不構成要約、招攬或邀請、誘使、任何不論種類或形式之申述或訂立任何建議及推薦，讀者務請運用個人獨立思考能力，自行作出投資決定，如因相關建議招致損失，概與《精實財經媒體》、編者及作者無涉。"
《半導體》台積電上季決配息2.75元 6月15日除息,【時報記者林資傑台北報導】晶圓代工龍頭台積電(2330)14日召開董事會，通過2022年第四季股利分派案，決議配發每股現金股利2.75元，並訂於6月15日除息交易、7月13日發放。美國存託憑證（ADR）除息交易日亦為6月15日，配息基準日訂為6月16日。公司將於6月6日召開股東常會。台積電董事會通過2022年財報，合併營收2.26兆元、歸屬母公司稅後淨利1.01兆元、每股盈餘（EPS）39.2元，全數改寫新高。其中，第四季合併營收6255.31億元、歸屬母公司稅後淨利2959.04億元、每股盈餘11.41元，均創歷史新高，盈餘配發率約24.1％。其次，台積電董事會核准資本預算約69億5950萬美元（約新台幣2103億元），其中約48.41億美元用於建置及升級先進製程產能、2.37億美元用於建置特殊製程產能、18.81億美元用於廠房興建及廠務設施工程。再者，台積電核准2022年員工業績獎金及分紅總計約1214.04億元，其中約607.02億元業績獎金已於每季發放，約607.02億元分紅將於7月發放。同時，核准發行2022年限制員工權利新股2110張，及不超過普通股6249張的2023年限制員工權利新股案。最後，台積電董事會核准增資全資子公司TSMC Arizona，額度不超過35億美元，並核准在不高於600億元額度內，於國內市場募集無擔保普通公司債，以支應產能擴充、污染防治相關支出資金需求。
巴菲特去年Q4大賣台積電持股86%，加碼買進蘋果，持股比重升至5.8%,【財訊快報／陳孟朔】股神巴菲特旗下投資旗艦波克夏海瑟威(Berkshire Hathaway)週二公布截至2022年12月31日止的第四季持股報告顯示，在當季期間，增持蘋果33.3萬股，大舉拋出86%(約5176.8萬股)的台積電股份。在第四季期間，除大幅出脫台積電外，同時也減持動視暴雪和雪佛龍。 外電引述的波克夏海瑟威提交的13F文件顯示，當季主要持股集中在蘋果、美國銀行、雪佛龍、可口可樂、美國運通。持股總市值從上季度的2960.97億美元小增至2990.08億美元。第四季期間，雖然煉油業者雪佛龍仍是重點投資標的，但減持238萬股。此外，也減持紐約梅隆銀行股份近60%至2510萬股，減持股份的市值相當於20億美元。波克夏減持遊戲商動視暴雪(Activision Blizzard)股份，賣出約12.3%持股，持股總數降至5270萬股，相當於占6.7%已發行股權。根據公告，波克夏第四季加碼買進2080萬股蘋果股份，約32億美元，持股比例升至5.8%。蘋果股價今年以來漲約18%。此外，波克夏首次披露，持有價值8400萬美元的建築材料公司Louisiana-Pacific股份。路透先前報導，微軟因提出擬斥資690億美元收購動視暴雪，將於2月21日與歐盟官員舉行閉門會議，尋求對方支持其收購建議。<BR>
台積電去年平均每名員工可領獎金與分紅186.8萬元，Q4配息2.75元,"【財訊快報／記者李純君報導】晶圓代工龍頭台積電(2330)董事會決議，2022年員工業績奬金與酬勞(分紅)，平均每人約可分得約186.8萬元新台幣，此外，也核准去年第四季股利為2.75元。 台積電2022年員工業績奬金與酬勞(分紅)總計約1,214億400萬元新台幣，總金額年增七成，其中員工業績奬金約607億200萬元新台幣已於每季季後發放，而酬勞(分紅)約607億200萬元新台幣將於今年7月發放。台積電去年新增員工數約8000人，目前員工數約達6.5萬人，依此計算，平均每人約可分得約186.8萬元新台幣，年增幅度為49.5%。此外，昨日董事會也核准2022年營業報告書及財務報表，其中全年合併營收約為2兆2,638億9,000萬元新台幣，稅後淨利約為1兆165億3,000萬元新台幣，每股淨利39.20元新台幣。並核准配發2022年第四季之每股現金股利2.75元新台幣，其普通股配息基準日訂定為2023年6月21日，除息交易日則為2023年6月15日。 同時，為吸引及留任公司高階主管及關鍵人才，並將其獎酬連結股東利益與 ESG(環境、社會、公司治理)成果，核准發行2022年限制員工權利新股共2,110仟股。亦核准發行不超過普通股6,249仟股之2023年限制員工權利新股案，並將呈送2023年股東常會核准。 另外，昨董事會也核准資本預算約69億5,950萬美元，內容包括，其一，建置及升級先進製程產能，第二，建置特殊製程產能，以及第三，廠房興建及廠務設施工程。 同時，核准於不超過35億美元之額度內，增資百分之百持股之子公司TSMCArizona。 也核准於不高於600億元新台幣之額度內在國內市場募集無擔保普通公司債，以支應產能擴充及/或污染防治相關支出之資金需求。 最後，亦核准變更「審計委員會」之名稱為「審計暨風險委員會」、變更「薪酬委員會」之名稱為「薪酬暨人才發展委員會」，以及於董事會設立「提名及公司治理暨永續委員會」。 <BR>"
巴菲特罕見操作 上季砍台積電ADR持股86%,（中央社記者尹俊傑紐約2023年2月14日專電）根據最新申報資料，「股神」巴菲特旗下波克夏海瑟威公司上季大砍台積電美國存託憑證（ADR）持股86%，短期內大舉進出，有違其長期持有哲學，可能錯過年初強彈行情。今天美股收盤後公布的申報文件顯示，波克夏海瑟威公司（Berkshire Hathaway）去年第4季持有近830萬單位的台積電ADR，是減持幅度最大的股票之一。波克夏去年第3季才建立約6000萬單位的投資部位，總值逾41億美元，截至上季末只剩約6.18億美元。台積電ADR在正規交易時間收漲1.9%，受波克夏大舉減持消息影響，盤後股價一度跌逾5%。縱橫股海數十年的巴菲特（Warren Buffett）鮮少敲進科技股，去年11月大舉投資台積電ADR的消息曝光，投資界大吃一驚。時隔一季，波克夏大幅減持台積電ADR，成為這份申報文件公布後的熱門話題，因為這違背巴菲特篤信長期持有的投資哲學。台積電是全球晶圓代工龍頭，也是半導體權值股之一。但去年受聯邦準備理事會（Fed）積極升息衝擊，半導體族群大幅回檔，台積電ADR全年跌幅達38%。波克夏在台積電ADR走勢低迷時進場，短時間內大舉出脫，可能錯過半導體股今年初隨美股買氣回籠的強勢反彈行情。截至14日收盤，台積電ADR價位為97.96美元，較去年封關水準高出31.5%。另一方面，波克夏去年第4季減持美國銀行公司（US Bancorp）股票91%，是單季減持幅度最大的股票。此外，波克夏也減持紐約梅隆銀行（BNYMellon）股票59%。波克夏上季小幅增持2016年起投資的蘋果公司（Apple）股票，占整體投資部位比例近39%。依美國規定，管理逾1億美元的投資法人須在每季結束45天內向證券管理委員會（SEC）揭露持股資訊。這份文件只呈現截至上季末的波克夏持股情況，欠缺即時性，但巴菲特投資經驗老到，每季如何操作仍令眾多投資人好奇。
《台北股市》巴菲特大砍持股86% 台積電ADR盤後爆殺逾5%,【時報編譯柯婉琇綜合外電報導】根據披露持股變動的13F報告，股神巴菲特（Warren Buffett）旗下跨國多元控股公司波克夏海瑟威（Berkshire Hathaway）去年第四季加碼蘋果、派拉蒙和建材商Louisiana-Pacific，但大砍台積電ADR持股86%。波克夏去年第三季才買進台積電ADR，第四季就大砍持股部位，意味著錯失了今年以來台積電ADR上漲31.5%的獲利良機。受波克夏大砍持股的消息打擊，台積電ADR盤後重挫5.28%，報92.79美元，逆轉在稍早一般交易時段的收漲1.92%。
股神巴菲特大砍台積電持股 法人：留意今盤中表,（中央社記者張建中台北2023年2月15日電）美股14日漲跌互見，道瓊工業指數下跌156.66點，費城半導體指數勁揚64.315點。法人表示，股神巴菲特大舉處分台積電ADR，引發台積電ADR盤後重挫，台積電今天股價表現備受關注。美國1月消費者物價年增6.4%，高於市場預期，美股14日震盪，走勢分歧。道瓊工業指數下跌156.66點，跌幅0.46%；標準普爾500指數下跌1.16點，跌幅0.03%；那斯達克指數上漲68.35點，漲幅0.57%；費城半導體指數勁揚64.315點，漲幅2.1%。國內外產業訊息方面，台積電 (2330) 董事會核准2022年第4季每股配發新台幣2.75元現金股利，2022年員工業績獎金與酬勞總金額達1214億400萬元，平均每人可得約186.77萬元，並核准發行2022年限制員工權利新股共211萬股，亦核准發行不超過普通股624萬9000股的2023年限制員工權利新股。記憶體廠旺宏 (2337) 去年第4季稅後淨利6.05億元，每股純益0.33元，全年每股純益4.85元。總經理盧志遠表示，記憶體市況不佳，景氣接近底部，但底部時間可能蠻長。工研院技術轉移輔導設立起而行綠能，獲得和泰集團和仰德集團旗下士林電機投資，共同成立充壩技術服務公司，主攻智慧充電服務系統。法人表示，巴菲特旗下的波克夏海瑟威甫於去年第3季大手筆買進台積電美國存託憑證6006萬股，第4季意外大舉處分5176餘萬股，減幅高達86%，引發台積電ADR盤後重挫，台積電今天股價表現備受關注。
《晨間解盤》股神一舉動 台積電左右台股,【時報-台北電】週二美國公布1月CPI，數據高於預期，意味通膨降溫速度放緩，使市場預期升息時間延長，推升美債殖利率走揚，美股一度湧現賣壓，不過市場先前應已陸續反應利空，故科技股在低接買盤湧入下於盤中翻紅，美股四大指數終場呈現漲跌互見，漲跌幅介於-0.46%至2.1%，其中以費半指數表現最為強勁。美股盤後公布巴菲特減持台積電ADR 86%，使得台積電ADR盤後下跌逾4%，國票投顧指出，今日早盤須留意台積電籌碼利空消息恐拖累指數表現。此外今日為台指期結算，須格外留意指數震盪加劇。國票投顧分析，台股14日開高走高，以一根短紅K收復五日線且成功站上15600點關卡，終結日K連二黑，股價表現轉趨強勁。由近期走勢觀察，自開紅盤日以來，指數持穩於短均之上，並以緩步墊高的形式呈現，整體多方格局不變之下，配合五日線走揚，預期短線仍有高點可期。國票投顧看中期發展，台股短中期均線呈現多頭排列，月線即將向上穿過年線，指數可望持續升溫。操作建議上，適當調節漲多持股，指數若回測缺口有撐，可進場承接具基本面且股價基期相對低的電子股，若持穩於短均之上，則可挑選短線族群漲勢一致，且量能逐漸放大個股作為近期選股方向。（編輯：張嘉倚）
《晨間解盤》股神砍爆台積電 這事再補刀？,【時報-台北電】台股14日躍過15600關卡，終場上漲110.2點，以15654.48點作收。日K創波段新高收上影線實體中紅棒，不過KD指標持續高檔鈍化，加上美CPI高於預期，美升息警報仍未解除，短線留意創高後技術面過熱修正及追高風險。最新消息巴菲特大砍台積電持股86%，台積電ADR盤後爆殺逾5%，今日逢台指期結算留意指數震盪加劇。元大投顧指出，通膨、Fed升息及地緣政治風險，現階段雖仍難擺脫利空因素，但相較去年，經濟環境氛圍明顯改善，加上不少個股歷經產業近一年調整期，技術面底部型態日益成形，短線仍可擇股偏多操作。元大投顧表示，美股四大指數周一全面反彈，台積電(2330)、聯電(2303)、日月光(3711)等半導體權值股也跟進小漲，強勢股則以題材股居多，包括Q2可能迎來春燕的大尺寸電視相關供應鏈(面板、驅動IC)、受惠2/20開放港澳自由行的餐飲運輸觀光業，以及外資調升評等的被動元件類股，終場加權指數上漲110.2點，以15654.48點作收。值得注意的是，中小型股為主的櫃買指數則因保瑞(6472)自結去年12月財報遠低於預期，以及橘子(6180)利多出盡連袂跌停拖累下，只小漲0.27%，並留了根上影線，表現弱於加權指數。美股最新收盤方面，美國公布1月消費者物價(CPI)年增率為6.4%，略高於預期的6.2%，但美股漲跌不一，道瓊指數下跌0.46%、Nasdaq指數上漲0.57%，費半指數則在NVIDIA及AMD大漲帶動下以上漲2.1%作收。台股ADR最新收盤，台積電上漲1.85美元或1.92%，收97.96美元；聯電上漲0.13美元或1.56%，收8.46美元；日月光上漲0.07美元或0.95%，收7.47美元；中華電信下跌0.14美元或0.37%，收37.37美元。不過巴菲特大砍持股86%，受利空消息打擊，台積電ADR盤後重挫5.28%，報92.79美元，逆轉在稍早一般交易時段的收漲1.92%。元大投顧指出，市場對通膨的疑慮，以及Fed理事們偏向鷹派的談話，成為近日影響股市走勢的關鍵。在14日美國CPI公布之後，本周四將公布的生產者物價指數(PPI)將成為新的關注點。不過，投資需要定見，與其隨著經濟數據一時波動而起舞，或跟著以打擊通膨為首務的Fed理事言論而起伏，很難不陷入父子騎驢的窘境。擺在眼前的生活實景是，各國陸續解封，觀光商旅的需求爆發；板卡、大尺寸電視、被動元件陸續傳出庫存調整近尾聲的佳音；科技前進的腳步沒有停止，ChatGPT帶動的AI熱潮、電動車的持續勃發、再生能源與儲能的政策加持，都使股市在震盪整理期間，仍有不少可用之兵，可搭配技術面來掌握買賣契機。綜合以上，元大投顧認為，通膨、Fed升息及地緣政治風險，仍是現階段難以擺脫的利空因素，但若與去年虎頭蛇尾的情況相較，目前經濟環境的氛圍已明顯改善許多，再加上不少產業已歷經近一年的調整期，不少個股技術面的底部型態也日益成形，因此短線仍可擇股偏多操作。選股上，擁有趨勢題材的電動車供應鏈；具有2/27西班牙巴塞隆納MWC（世界行動通訊大會）題材的網通類股；得利於政策加持的綠電、重電及儲能產業；以及受惠邊境開放的航空、觀光等相關公司，可趁技術面剛轉強時進行價差操作。(編輯：即時組)
《美股掃瞄》美股漲跌互見 台積電ADR盤後重挫(2-1),"【時報編譯柯婉琇綜合外電報導】周二美股主要指數陷入震盪，尾盤反轉拉升，美元略微走高，美國公債殖利率上揚。最新公布的1月消費者物價指數（CPI）雖然放緩，但超出市場預期，顯示通膨仍然頑固，使聯準會即將暫停升息的預期受挫。道瓊指數終場以小跌作收，標普500指數幾近收平，而受到特斯拉與輝達等科技與晶片股大漲帶動，那斯達克指數由跌轉升、收漲0.57%，費城半導體指數勁揚逾2%。台積電ADR漲近2%，惟受到股神巴菲特（Warren Buffett）上季大砍持股打擊，盤後股價重挫5%。貨幣市場操盤手押注今年聯準會將至少再升息兩次，且各為25個基點，利率可能在7月升至5.28%到頂。美股下跌與上漲股數比為1.1：1。標普500指數有10檔成分股創新高，沒有成分股創新低。那斯達克指數中有75檔創新高、76檔創新低。美股交投仍相對清淡，各交易所成交量總計為107億股，20日均量為118億股。2023年以來，標普500指數已上漲約8%，那斯達克指數已經強彈約14%。本周將陸續發布一連串重要經濟數據，接下來投資人將密切關注周三揭曉的1月零售銷售數據，在經濟放援之際，尋找有關消費者支出的線索。★主要指數道瓊指數跌156.66點或0.46%，收34,089.27點。標普500指數跌1.16點或0.03%，收4,136.13點。那斯達克指數漲68.36點或0.57%，收11,960.15點。費城半導體指數漲64.32點或2.10%，收3,121.63點。★消息美國勞工部公布，1月CPI年漲6.4%，創下2021年底以來最小年漲幅，但高於經濟學家預期的年漲6.2%，主要因房租與食品價格攀升所致。1月CPI月漲0.5%，較去年12月的月漲0.1%升溫。費城聯準銀行總裁哈克（Patrick Harker）表示，聯準會的升息尚未完成，但「可能接近尾聲」。紐約聯準銀行總裁威廉斯（John Williams）表示，通膨正在放緩，央行有辦法減緩物價上漲，但可能需要數年時間才能達到2%通膨目標。里奇蒙聯準銀行總裁巴爾金（Thomas Barkin）與達拉斯聯準銀行總裁羅根（Lorie Logan）的鷹派發言亦加劇投資人的焦慮。巴爾金表示，聯準會需要將是抑制通膨列為首要之務，而非美國經濟增長面臨的風險。美元指數尾盤微升0.029%，盤中曾大跌0.73%，也曾一度上漲0.26%。美國10年期指標公債殖利率漲2.8個基點，報3.747%。30年期債息跌1.2個基點，報3.7799%。對利率較敏感的2年期債息漲8.1個基點，報4.6154%。美國政府宣布將再度釋出戰備儲油，周二美國期油跌1.35%，收在每桶79.06美元，布蘭特期油跌1.19%，收在每桶85.58美元。(2-1)"
《美股掃瞄》美股漲跌互見 台積電ADR盤後重挫(2-2),"【時報編譯柯婉琇綜合外電報導】★分析Huntington National Bank投資長John Augustine表示，今天擔心的是通膨沒有降得夠快，使聯準會必須保持鷹派立場。當債券市場感到緊張不安時就會轉化給股市，除數據外，官員們發出截然不同的訊息，也是周二股市難以找到方向的原因之一。Spartan Capital Securities首席市場經濟學家Peter Cardillo表示，我不認為這份通膨報告對聯準會有造成任何影響，我懷疑他們有認真在研究數據。這份報告是否意味著我們將至少再升息兩次？絕對是。我的猜測是總體與核心CPI年漲幅下滑，意味著3月和5月將再各升息25個基點。U.S. Bank Wealth Management首席股票策略師Terry Sandven表示，通膨率仍然很高，儘管似乎正在放緩。看看今天的走勢，我認為在年初以來的強彈之後，可能湧現一些獲利了結賣壓。★類股標普500指數11大類股，以非必需消費類股漲1.18%，表現最佳；其次為科技股漲0.44%。房地產類股跌1.04%，跌幅最大；其次為必需消費類股跌0.93%。反映中概股表現的那斯達克金龍中國指數跌0.55%，收在7,684.09點。★重磅股重量級科技股方面，微軟漲0.31%，蘋果跌0.42%，亞馬遜漲0.16%，Alphabet漲0.07%，特斯拉漲7.51%，Meta漲0.03%，網飛漲0.39%。道瓊指數方面，波音漲1.30%，漲幅領先，其次為Nike漲0.84%。 旅行家集團跌1.85%，跌幅最大，其次為可口可樂跌1.67%。主要晶片股方面，輝達漲5.43%，超微漲3.39%，美光漲3.24%，應用材料漲1.64%，高通漲1.15%，恩智浦漲0.75%，英特爾漲0.32%，德州儀器跌0.21%。★焦點股台積電ADR盤後重挫5%，根據披露持股變動的13F報告，股神巴菲特旗下跨國多元控股公司波克夏海瑟威（Berkshire Hathaway）去年第四季大砍台積電ADR持股86%。特斯拉漲7.51%，收在209.25美元。根據官網公告，特斯拉調漲Performance版Model Y在美國的售價，並調降後輪驅動版Model 3售價，為該公司今年來第四度調整美國價格。繼去年跌掉三分之二後，今年以來特斯拉股價已經反彈漲逾60%，主要因調降在中國的售價成功提振需求、美國政府放寬電動車減稅資格，以及執行長馬斯克收購推特（Twitter）帶來的影響正在消退波音漲1.3%，收在218.45美元，創下一年多來新高，印度航空公司（Air India）公布採購了220架波音客機，價值340億美元，以訂單價值來看創下該美國飛機製造商歷來第三大交易，以飛機數量來看創下第二大交易。可口可樂下跌1.7%，儘管去年第四季營收以及今年全年營收獲利預測均優於市場預期。萬豪國際集團（Marriott International Inc）漲4%，受惠於強勁的旅遊需求。該跨國飯店管理公司今年首季獲利預測優於華爾街預期。Palantir Technologies飆漲逾2%，該美國大數據分析公司上季業績表現優於市場預期，並看好今年將成為首度實現獲利的一年。★台股ADR台積電ADR漲1.92%，收97.96美元，換算台股價格為591.97元。聯電ADR漲1.56%，收8.46美元，換算台股價格為51.12元。日月光ADR漲0.95%，收7.47美元，換算台股價格為112.85元。中華電信ADR跌0.37%，收37.37美元，換算台股價格為112.91元。(2-2)"
《熱門族群》股神風暴 台積電跌測此線 晶圓代工小感冒,【時報-台北電】美股13F報告出爐，股神巴菲特旗下投資公司波克夏公布去年第4季持股明細，令人訝異的是，重砍台積電ADR有5176萬股、減持幅度高達86%，受此影響，台積電ADR盤後股價重跌逾4%。受此影響，15日台積電開盤跌至525元，跌幅超過3%；台股受影響，開盤為15497.67點，跌156.81點，翻落15500之下，失守5日線。台積電重跌3%，讓出5日、10日線，下一步看月線，亦拖累晶圓代工個股疲弱，聯電(2303)小跌拚站穩50元整數關卡，力積電(6770)盤下小幅震盪，世界先進(5347)跌逾1%，測試月線支撐。波克夏公司去年11月投入逾41億美元(約新台幣1230億元)加碼台積電，成為前10大股東，也助攻其股價從400元附近開始反彈，近期逼近550元。但新公布的波克夏去年第4季持股明細顯示，全季重砍台積電ADR有5176萬股、減持幅度高達86%。雖然波克夏重砍台積電，但德銀、高盛等重量級投資法人，去年第4季仍加碼台積電。台灣方面，外資14日由賣轉買台積電6109張，三大法人14日合計買超7702張。2023年來外資累計買超27.9萬張。台新投顧副總黃文清認為，巴菲特減碼舉動，短線上台積電股價承壓，但以中長期角度來看，台積電有基本面優勢，加上仍有其他外資投資機構加碼，後市不悲觀。上周台積電公布1月營收，雖然遇到農曆春節長達10天的連假，1月營收2000.5億元，月增3.9%、年增16.2%，締造最強1月營收，不過先前台積電發表對第一季的看法，預告因終端市場需求持續疲軟，以及客戶進一步庫存調整影響，首季營收將約167億至175億美元，以中間值171億美元計，將季減14.2%，究竟首季表現如何？市場屏息以待。（編輯：張嘉倚）
巴菲特狠砍ADR台積電開盤挫19元 台股大跌183點,（中央社記者張建中台北2023年2月15日電）美股14日漲跌互見，道瓊工業指數下跌156.66點，費城半導體指數勁揚64.315點。台股今天走勢疲弱，指數早盤一度大跌183點，失守15500點，達15471.23點，隨後跌勢收斂至約120點，重回15500點之上。股神巴菲特（Warren Buffett）旗下的波克夏海瑟威（Berkshire Hathaway）去年第4季大舉處分台積電美國存託憑證（ADR），降幅高達86%，衝擊台積電ADR盤後重挫；台積電 (2330) 今天開盤跳空達526元，大跌19元，影響大盤約157點。其餘包括聯發科 (2454) 及聯電 (2303) 等半導體族群股價也紛紛走跌，半導體類股指數重挫逾2.8%，連帶影響電子類指數下挫逾1.8%。
巴菲特減持，台積電開盤股價大跌，跌幅一度近3.7%,【財訊快報／記者李純君報導】股神巴菲特旗下投資公司公布大砍台積電ADR，減持幅度86%，受此事影響，不單台積電ADR盤後股價重跌超過4%，今日開盤股價亦大跌，跌幅一度近3.7%。 巴菲特旗下投資公司波克夏公布去年第四季持股明細，其中在台積電的部分，減持ADR共計5176萬股，減持幅度86%，此舉也連累台積電ADR盤後下跌超過4%，每股來到94美元。同樣受此事影響，台積電今日股價也大跌，開盤526元，下跌19元，最低價525元，最大跌幅近3.7%，而後緩步收斂跌勢，目前在530元上下震盪。波克夏去年11月公告，投資超過41億美元大幅加碼台積電ADR，並激勵台積電股價上漲，而本次揭露大舉出售持股，動搖市場對台積電的信心，台積電股價也因此利空消息影響而明顯下挫。而台積電營運面部分，受終端市場疲弱、供應鏈庫存調整等影響，尤其7奈米產能利用率明顯鬆動等拖累，第一季營收季減幅度約一成多，符合預期，至於第二季部分，目前市場風向普遍認為，半導體市況依舊不佳，但下半年可望有較為強勁的反彈。<BR>
